Year,X,Y
2008,-119.8392279,36.32601736
2008,-119.8008194,36.32418978
2008,-120.3654117,36.4394581
2008,-120.3978598,36.46862349
2008,-120.0901724,36.21408074
2008,-120.1826889,36.28053279
2008,-120.1631649,36.23696028
2008,-120.0899067,36.30994926
2008,-120.089848,36.33890849
2008,-119.9811695,36.08438238
2008,-120.0081957,36.11244333
2009,-119.5808762,36.06895179
2009,-119.5998137,35.96613995
2009,-119.6383451,35.99592041
2009,-119.6297045,36.03673393
2009,-119.6127257,36.08286389
2009,-119.6128963,36.11265398
2009,-119.6396257,36.13404141
2009,-119.6562788,36.10513213
2009,-119.6532624,36.07598528
2009,-119.6870395,35.98867927
2009,-119.5855792,36.02884195
2009,-119.7633307,35.96665405
2009,-119.742893,35.99572536
2009,-119.7282783,36.02487178
2009,-119.7801109,36.02828477
2009,-119.7843877,36.06169285
2009,-119.7934203,36.10502129
2009,-119.7889902,36.13426062
2009,-119.8513693,36.0831606
2009,-119.846835,36.05446262
2009,-119.8514782,36.0027537
2009,-119.5629422,35.99627771
2009,-119.8162379,35.97395109
2009,-119.8625726,36.1306034
2009,-119.8306519,36.12559209
2009,-119.8447095,36.15654214
2009,-119.7936751,36.17105812
2009,-119.9364706,36.13402598
2009,-119.9722597,36.10096913
2009,-120.0081607,36.13389978
2009,-120.0351964,36.15595492
2009,-119.5452371,35.96717085
2009,-119.999352,36.17074255
2009,-119.9544426,36.20702261
2009,-119.9275993,36.22209119
2009,-120.099207,36.21438704
2009,-120.1352895,36.23711984
2009,-120.1627962,36.21396384
2009,-120.0899133,36.30457713
2009,-120.0897944,36.33174278
2009,-120.1166471,36.42598877
2009,-120.1525696,36.41130643
2009,-119.5468303,35.91673338
2009,-119.8970324,36.3363368
2009,-119.8725643,36.31753492
2009,-119.8396863,36.32243096
2009,-119.8000194,36.31851959
2009,-119.7955997,36.34800234
2009,-120.0171973,36.28815057
2009,-120.0172028,36.31730296
2009,-120.0248251,36.34644961
2009,-119.9721613,36.36088864
2009,-119.5825184,35.89486508
